Response,Breakdown,Demo,Value
Yesterday ~ When Last Consumed Cannabis - Personally , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),**0
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,Totals,3230
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,3230
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,Non User ~ When Last Consumed Cannabis - Personally,0
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),350
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1510
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),602
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),687
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),81
Yesterday ~ When Last Consumed Cannabis - Personally , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,Totals,7.277
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,28.778
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,Non User ~ When Last Consumed Cannabis - Personally,0
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),33.272
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),31.826
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),23.515
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),28.923
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),25.991
Yesterday ~ When Last Consumed Cannabis - Personally , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,Totals,100
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,100
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,Non User ~ When Last Consumed Cannabis - Personally,0
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),7.024
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),34.646
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),18.676
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),37.113
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2.54
Yesterday ~ When Last Consumed Cannabis - Personally , %Row,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Index,Totals,100
Yesterday ~ When Last Consumed Cannabis - Personally , Index,Have Personally Used Cannabis for Medical OR Recreational Purposes,395
Yesterday ~ When Last Consumed Cannabis - Personally , Index,Non User ~ When Last Consumed Cannabis - Personally,0
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),457
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),437
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),323
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),397
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),357
Yesterday ~ When Last Consumed Cannabis - Personally , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),Totals,1000.928
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,1000.928
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,**0
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),37.952
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),**0
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),322.765
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),**0
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),290.686
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),**0
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),316.59
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),**0
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),32.935
Past week ~ When Last Consumed Cannabis - Personally , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),**0
Past week ~ When Last Consumed Cannabis - Personally , Resps,Totals,1327
Past week ~ When Last Consumed Cannabis - Personally , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,1327
Past week ~ When Last Consumed Cannabis - Personally , Resps,Non User ~ When Last Consumed Cannabis - Personally,0
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),82
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),553
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),340
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),309
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),43
Past week ~ When Last Consumed Cannabis - Personally , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Col,Totals,3.16
Past week ~ When Last Consumed Cannabis - Personally , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,12.498
Past week ~ When Last Consumed Cannabis - Personally , %Col,Non User ~ When Last Consumed Cannabis - Personally,0
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),7.8
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),12.864
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),15.88
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),10.705
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),14.621
Past week ~ When Last Consumed Cannabis - Personally , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Row,Totals,100
Past week ~ When Last Consumed Cannabis - Personally , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,100
Past week ~ When Last Consumed Cannabis - Personally , %Row,Non User ~ When Last Consumed Cannabis - Personally,0
Past week ~ When Last Consumed Cannabis - Personally , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),3.792
Past week ~ When Last Consumed Cannabis - Personally , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),32.247
Past week ~ When Last Consumed Cannabis - Personally , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),0
Past week ~ When Last Consumed Cannabis - Personally , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),29.042
Past week ~ When Last Consumed Cannabis - Personally , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),0
